date,price,open,prob_ma5,prob_ma20,prob_combined,position_ratio,shares,cash,portfolio,total_fees,action_note
2026-01-05,39.495218959732,38.086815855705,0.9873630035636763,0.9999999999999707,0.9924178021381942,0.9891682887688489,200,2095.9562080535998,9995.0,5.0,
2026-01-06,39.924731963087,39.495218959732,0.9899381318289235,0.9999999999999931,0.9939628790973514,0.9913755415676448,200,2095.9562080535998,10080.902600671,5.0,
2026-01-07,40.03460738255,40.593973154362,0.9912378581817042,0.9999999999999949,0.9947427149090204,0.9924895927271721,200,2095.9562080535998,10102.877684563598,5.0,
2026-01-08,39.954697986577,39.645049077181,0.9924838843817877,0.9999999999999793,0.9954903306290643,0.9935576151843776,200,2095.9562080535998,10086.895805369,5.0,
2026-01-09,41.782625419463,40.174448825503,0.9968302403772186,0.9999999999999947,0.998098144226329,0.99728306318047,200,2095.9562080535998,10452.4812919462,5.0,
2026-01-12,42.212138422819,41.85254614094,0.9935509424092609,0.9999999999999918,0.9961305654455532,0.9944722363507903,200,2095.9562080535998,10538.3838926174,5.0,
2026-01-13,40.27433557047,42.152206375839,0.9912037707471426,0.9999999999999643,0.9947222624482712,0.9924603749261017,200,2095.9562080535998,10150.8233221476,5.0,
2026-01-14,40.873656040268,41.053452181208,0.9910631853132839,0.9999999999999294,0.994637911187942,0.9923398731256314,200,2095.9562080535998,10270.687416107201,5.0,
2026-01-15,42.551753355705,40.464120385906,0.9915321297722954,0.9999999999999083,0.9949192778633407,0.9927418255190581,200,2095.9562080535998,10606.3068791946,5.0,
2026-01-16,46.806928691275,43.400790687919,0.958616173311647,0.9999999999999949,0.9751697039869862,0.9645281485528374,200,2095.9562080535998,11457.3419463086,5.0,
2026-01-20,50.952228607383,47.645977348993,0.8713033630126137,0.9999999999999953,0.9227820178075663,0.8896885968679519,200,2095.9562080535998,12286.401929530199,5.0,
2026-01-21,56.046452600671,50.942239932886,0.5636502607598448,0.9999999999999998,0.7381901564559068,0.6259859377941527,100,7695.6014681207,13300.2467281878,10.0,
2026-01-22,55.936577181208,57.884368708054,0.5285271715175635,0.9999999999999984,0.7171163029105374,0.5958804327293392,100,7695.6014681207,13289.2591862415,10.0,
2026-01-23,56.276192114094,54.578117449664,0.5694454964687256,0.9999999999999885,0.7416672978812308,0.6309532826874725,100,7695.6014681207,13323.220679530099,10.0,
2026-01-26,51.741333892617,55.976531879195,0.29517978882350804,0.9999999999866047,0.5771078732887467,0.39586839041249533,0,12864.7348573824,12864.7348573824,15.0,
2026-01-27,53.189691694631,51.831231963087,0.23287479652962637,0.9999999999803075,0.5397248779098989,0.34246411129985554,0,12864.7348573824,12864.7348573824,15.0,
2026-01-28,54.048717701342,53.72908011745,0.055802848801946636,0.9999999999903384,0.4334817092773034,0.19068815611043344,0,12864.7348573824,12864.7348573824,15.0,
2026-01-29,51.411707634228,54.088672399329,0.0658795850552746,0.9999999992237485,0.43952775072266415,0.19932535817523453,0,12864.7348573824,12864.7348573824,15.0,
2026-01-30,52.00103942953,50.552681627517,0.06703373315039513,0.9999999787377369,0.4402202313853319,0.20031461626475988,0,12864.7348573824,12864.7348573824,15.0,
2026-02-02,48.824640939597,50.502738255034,0.2873090818238753,0.9999746404854737,0.5723753052885147,0.3891075789835924,100,7977.2707634227,12859.7348573824,20.0,
2026-02-03,50.832364513423,49.943372483221,0.43110277815114495,0.9997863579652837,0.6585762100768005,0.5122517286811435,100,7977.2707634227,13060.507214764999,20.0,
2026-02-04,48.99444840604,49.743598993289,0.2728589622865077,0.982328103650394,0.5566466188320622,0.3666380269029461,0,12871.7156040267,12871.7156040267,25.0,
2026-02-05,47.665954697987,47.276396392617,0.2066493314711194,0.5536025463285814,0.3454306174141042,0.06490088202014886,0,12871.7156040267,12871.7156040267,25.0,
2026-02-06,46.846883389262,46.717030620805,0.3579517971242343,0.006628092753193741,0.21742231537581808,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-02-09,48.784686241611,47.855739513423,0.21014270089188467,0.004464552359983226,0.12787144147912408,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-02-10,48.105456375839,48.844618288591,0.1787956830031606,0.000429355473221982,0.10744915199118515,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-02-11,47.71589807047,47.945637583893,0.5126641594962578,1.437664066044068e-05,0.30760424635401884,0.010863209077169788,0,12871.7156040267,12871.7156040267,25.0,
2026-02-12,48.944505033557,48.425093959732,0.37144063330266597,6.8388808286182555e-06,0.22286711553393102,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-02-13,48.455059983221,48.145411073826,0.29416929244034506,1.564358722781445e-06,0.17650220120769614,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-02-24,49.104323825503,48.944505033557,0.29001289279302234,3.1508571646603347e-07,0.1740078617101,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-02-25,50.462783557047,51.082081375839,0.7969793841674992,2.5135524343271795e-07,0.4781877310425969,0.25455390148942414,0,12871.7156040267,12871.7156040267,25.0,
2026-02-26,52.21080159396,50.492749580537,0.8058184045022962,7.238118359305166e-07,0.48349133222611207,0.26213047460873157,0,12871.7156040267,12871.7156040267,25.0,
2026-02-27,51.951096057047,50.442806208054,0.7367874009871366,5.016954808837285e-06,0.4420744473742055,0.202963496248865,0,12871.7156040267,12871.7156040267,25.0,
2026-03-02,50.842353187919,50.902285234899,0.6368684989025755,4.757013697384058e-06,0.3821230021470242,0.11731857449574891,0,12871.7156040267,12871.7156040267,25.0,
2026-03-03,47.985592281879,51.042126677852,0.2617269783041218,2.934353388710804e-07,0.15703630435660862,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-04,48.135422399329,47.136554949664,0.41215090083305717,9.008171447748861e-07,0.2472909008266922,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-05,48.784686241611,49.543825503356,0.5309529985262036,4.204330038897851e-06,0.3185734808477377,0.0265335440681967,0,12871.7156040267,12871.7156040267,25.0,
2026-03-06,47.875716862416,48.325207214765,0.4349223332466639,3.506011075665385e-05,0.260967423992301,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-09,46.697053271812,45.947902684564,0.4689916866567734,5.6981218418991134e-05,0.2814178044814316,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-10,47.855739513423,47.725886744966,0.4884546247414944,3.989149412630487e-05,0.29308873144254716,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-11,47.036668204698,47.855739513423,0.2559970465153246,3.4996698153255254e-05,0.15361222658845608,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-12,46.277528942953,46.846883389262,0.19648686097348336,6.66468698601705e-05,0.11791877533203408,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-13,45.808061241611,45.887970637584,0.18360746591981614,0.00025061156982477436,0.1102647241798196,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-16,46.746996644295,45.628265100671,0.16666902025245334,0.008644016677265496,0.1034590188223782,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-17,45.198752097315,47.146543624161,0.06299856687325538,0.01510296610629424,0.043840326566470925,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-18,47.346317114094,45.858004614094,0.20138186284222556,0.12634750953326482,0.17136812151864125,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-19,45.897959312081,46.327472315436,0.18518718866445058,0.006706914946686454,0.11379507917734492,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-20,44.289782718121,46.297506291946,0.20762500947474832,0.004532676409190504,0.1263880762485252,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-23,41.532908557047,43.290915268456,0.140095713484829,0.005083506625071917,0.08609083074092616,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-24,42.032342281879,42.451866610738,0.31118767930329283,0.01779531485003189,0.19383073352198846,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-25,43.470711409396,42.451866610738,0.23215479066898326,0.06731733232183883,0.16621980733012548,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-26,42.711572147651,43.550620805369,0.13485755143613165,0.12447691074073837,0.13070529515797435,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-27,42.401923238255,41.942444211409,0.27819371652870817,0.3211140597959352,0.295361853835599,0.0,0,12871.7156040267,12871.7156040267,25.0,
2026-03-30,42.451866610738,41.55288590604,0.4359528817240467,0.8942827842462563,0.6192848427329306,0.45612120390418665,100,8621.5289429529,12866.7156040267,30.0,
2026-03-31,41.283191694631,42.332002516779,0.2040532198591428,0.9778884753000712,0.5135873220355142,0.30512474576502024,0,12744.848112416,12744.848112416,35.0,
2026-04-01,42.361968540268,42.441877936242,0.31499193775138823,0.9935569224137054,0.5864179316163152,0.40916847373759313,100,8503.6512583892,12739.848112415999,40.0,
2026-04-02,40.723825922819,42.361968540268,0.5737516884501909,0.9735649736160062,0.733677002516517,0.6195385750235958,100,8503.6512583892,12576.033850671101,40.0,
2026-04-07,41.143350251678,40.713837248322,0.6363864269733122,0.995545320479249,0.780049984375687,0.6857856919652672,100,8503.6512583892,12617.986283557,40.0,
2026-04-08,44.599431627517,42.531776006711,0.6947111715422662,0.9993521982195631,0.816567582213185,0.7379536888759786,200,4038.7080956375003,12958.5944211409,45.0,
2026-04-09,44.689329697987,43.640518875839,0.7816132161168783,0.9993732784626012,0.8687172410551675,0.8124532015073822,200,4038.7080956375003,12976.574035234898,45.0,
2026-04-10,45.178774748322,45.188763422819,0.8790196799266161,0.9996118797057014,0.9272565598382503,0.896080799768929,200,4038.7080956375003,13074.463045301902,45.0,
2026-04-13,45.598299077181,44.949035234899,0.8357397520749464,0.9999690789906174,0.9014314828412148,0.859187832630307,200,4038.7080956375003,13158.3679110737,45.0,
2026-04-14,46.697053271812,46.297506291946,0.9352268701371778,0.9999994338611679,0.9611358956267738,0.9444798508953913,200,4038.7080956375003,13378.1187499999,45.0,
2026-04-15,46.936781459732,46.796940016779,0.7803433513340573,0.9999995122489015,0.868205815699995,0.8117225938571357,200,4038.7080956375003,13426.064387583901,45.0,
2026-04-16,47.965614932886,47.436215184564,0.837227498154441,0.9999999508697346,0.9023364792405584,0.8604806846293691,200,4038.7080956375003,13631.8310822147,45.0,
2026-04-17,48.125433724832,48.255286493289,0.8510614582108041,0.9999998844064006,0.9106368286890427,0.8723383266986324,200,4038.7080956375003,13663.7948406039,45.0,
2026-04-20,48.435082634228,48.175377097315,0.7348922693838611,0.9999999736273548,0.8409353510812586,0.772764787258941,200,4038.7080956375003,13725.7246224831,45.0,
2026-04-21,47.176509647651,48.165388422819,0.6508186891019254,0.9999999431158396,0.7904911907074911,0.7007017010107016,200,4038.7080956375003,13474.0100251677,45.0,
2026-04-22,48.834629614094,47.74586409396,0.919390470017065,0.9999999730317014,0.9516342712229195,0.9309061017470279,200,4038.7080956375003,13805.634018456301,45.0,
2026-04-23,47.186498322148,49.154267197987,0.7587601154655643,0.999999859564942,0.8552560131053154,0.7932228758647364,200,4038.7080956375003,13476.0077600671,45.0,
2026-04-24,48.365161912752,48.714765520134,0.9535139525862877,0.999999708227722,0.9721082548428615,0.9601546497755163,200,4038.7080956375003,13711.740478187901,45.0,
2026-04-27,51.142013422819,50.802398489933,0.9180096164682185,0.9999998707891917,0.9508057181966079,0.9297224545665826,200,4038.7080956375003,14267.1107802013,45.0,
2026-04-28,50.193089345638,50.792409815436,0.8321985867414108,0.999999500052393,0.8993189520658037,0.8561699315225768,200,4038.7080956375003,14077.3259647651,45.0,
2026-04-29,49.443938758389,49.244165268456,0.6562948372837082,0.9999968075354126,0.79377562538439,0.7053937505491286,100,8978.1019714764,13922.495847315302,50.0,
2026-04-30,51.711367869128,50.922262583893,0.8749550270217338,0.9999980095034792,0.9249722200144319,0.8928174571634742,200,3801.965184563601,14144.238758389201,55.0,
2026-05-06,56.885501258389,56.885501258389,0.651196017600364,0.9999977825305246,0.7907167235724283,0.7010238908177547,100,9485.515310402501,15174.0654362414,60.0,
2026-05-07,59.013088926174,60.731140939597,0.4442268388539212,0.9999988542928969,0.6665356450295115,0.5236223500421593,100,9485.515310402501,15386.8242030199,60.0,
2026-05-08,57.095263422819,58.243960989933,0.6425047535847969,0.9998507656006079,0.7854431583911212,0.6934902262730304,100,9485.515310402501,15195.041652684402,60.0,
2026-05-11,61.150665268456,59.942035654362,0.6554506274743105,0.9995410333469998,0.7930867898233862,0.7044096997476946,100,9485.515310402501,15600.5818372481,60.0,
2026-05-12,59.41263590604,61.150665268456,0.19867668014487871,0.9990554789302106,0.5188281996590115,0.3126117137985879,0,15421.778901006503,15421.778901006503,65.0,
2026-05-13,60.791072986577,57.824436661074,0.016499558519801418,0.9975444221349611,0.4089175039658653,0.15559643423695044,0,15421.778901006503,15421.778901006503,65.0,
2026-05-14,57.334991610738,60.860993708054,0.023552606269618446,0.42772586525271533,0.18522190986285722,0.0,0,15421.778901006503,15421.778901006503,65.0,
2026-05-15,56.955421979866,57.934312080537,0.025456031757207648,0.8164347780483627,0.34184753027366965,0.05978218610524238,0,15421.778901006503,15421.778901006503,65.0,
2026-05-18,58.004232802013,57.534765100671,0.12740114048764892,0.7824326533919043,0.38941374564935105,0.1277339223562158,0,15421.778901006503,15421.778901006503,65.0,
2026-05-19,58.793338087248,56.815580536913,0.6654655689648018,0.32675943875249386,0.5299831168798785,0.32854730982839797,0,15421.778901006503,15421.778901006503,65.0,
2026-05-20,62.209464765101,58.513655201342,0.951170878630746,0.09058640816154273,0.6069370904430647,0.4384815577758067,100,9195.832424496402,15416.778901006503,70.0,
2026-05-21,61.690053691275,63.927516778523,0.9474980650991289,0.0001455751328792512,0.568557069112629,0.3836529558751844,100,9195.832424496402,15364.837793623901,70.0,
2026-05-22,63.368151006711,61.739997063758,0.9480549727649958,1.3229966376949608e-05,0.5688382756455482,0.38405467949364036,100,9195.832424496402,15532.647525167504,70.0,
2026-05-26,75.304617030201,72.937301174497,0.9689207294600221,5.9680127667473576e-05,0.5813763097270802,0.40196615675297176,100,9195.832424496402,16726.294127516503,70.0,
2026-05-27,71.439,72.887357802013,0.8119233864929292,2.3955575002638097e-06,0.48715499011875757,0.2673642715982251,0,16334.732424496402,16334.732424496402,75.0,
2026-05-28,69.3,69.5,0.3041493247615191,1.766453056537716e-07,0.18248966551503373,0.0,0,16334.732424496402,16334.732424496402,75.0,
2026-05-29,66.0,70.11,0.0832939332458747,1.1188700398293188e-09,0.049976360395072826,0.0,0,16334.732424496402,16334.732424496402,75.0,
2026-06-01,61.39,65.0,0.021527057338858607,5.3903579284347414e-11,0.012916234424876594,0.0,0,16334.732424496402,16334.732424496402,75.0,
2026-06-02,63.84,61.39,0.011827910508483704,5.046008600056393e-10,0.007096746506930565,0.0,0,16334.732424496402,16334.732424496402,75.0,
2026-06-03,70.22,67.69,0.1143957444876726,8.932679877404656e-10,0.06863744704991076,0.0,0,16334.732424496402,16334.732424496402,75.0,
2026-06-04,71.1,70.01,0.21816200841549072,1.2641770426398053e-10,0.1308972050998615,0.0,0,16334.732424496402,16334.732424496402,75.0,
2026-06-05,66.84,70.8,0.1836636275918956,6.508243776733619e-12,0.11019817655774065,0.0,0,16334.732424496402,16334.732424496402,75.0,
2026-06-08,62.26,63.0,0.30799247576511624,1.0422380485394462e-13,0.18479548545911142,0.0,0,16334.732424496402,16334.732424496402,75.0,
2026-06-09,64.43,63.88,0.7577404389725546,2.299585754262431e-15,0.4546442633835337,0.22092037626219102,0,16334.732424496402,16334.732424496402,75.0,
2026-06-10,61.43999862670898,62.0,0.27280317755873706,1.7052482832132002e-16,0.16368190653524228,0.0,0,16334.732424496402,16334.732424496402,75.0,
2026-06-11,60.09000015258789,60.9900016784668,0.28719569578793674,5.541927773006999e-17,0.17231741747276208,0.0,0,16334.732424496402,16334.732424496402,75.0,
2026-06-12,57.220001220703125,62.68999862670898,0.2462803075143855,8.892422312370493e-17,0.14776818450863133,0.0,0,16334.732424496402,16334.732424496402,75.0,
2026-06-15,61.540000915527344,58.65999984741211,0.04437864134731971,6.274823985855621e-15,0.026627184808394336,0.0,0,16334.732424496402,16334.732424496402,75.0,
2026-06-16,62.93000030517578,62.40999984741211,0.021343243570719782,2.4134440679045216e-14,0.012805946142441522,0.0,0,16334.732424496402,16334.732424496402,75.0,
2026-06-17,67.22000122070312,62.720001220703125,0.042229561791800485,3.543122459679594e-14,0.025337737075094464,0.0,0,16334.732424496402,16334.732424496402,75.0,
